Kjedenavn;1_Kategori_nr;1_Kategori_navn;2_Hovedvaregruppe_nr;2_Hovedvaregruppe_navn;3_Undervaregruppe_nr;3_Undervaregruppe_navn;4_Varegruppe_nr;4_Varegruppe_navn;Hovedvaregruppenr_UNSPSC;Hovedvaregruppenavn_UNSPSC;Undervaregruppe_1_nr_UNSPSC;Undervaregruppe_1_navn_UNSPSC;Undervaregruppe_2_nr_UNSPSC;Undervaregruppe_2_navn_UNSPSC;Undervaregruppe_3_nr_UNSPSC;Undervaregruppe_3_navn_UNSPSC;NG Sortimentskode;EAN D-Pakn;EAN F-Pakn;Varenummer;Nytt Varenummer;Varenavn;Antall;Pakn.type;Mengde;Måleenhet;Nettovekt;Pris pakn.type;Pris bestill.enh;Pris måleenhet;Anbrekk;Antall i anbrekk;OrdreBetingelser;Holdbarhet;Temperaturkrav;Maksimumstemperatur;Minimumstemperatur;Vektvare;Leverandørnavn;MVA;Energi kilojoule;Energi kcal;Protein;Karbohydrat;Fett;Sukker;Mettede fettsyrer;Kostfiber;Natrium;Flerumettede fettsyrer;Jern;Kalium;Egg;Fisk;Gluten;Melk;Nøtter;Peanøtter;Selleri;Sennep;Sesam;Skalldyr;Soya;Sulfitt;Bløtdyr;Lupiner;Svanen;Blomsten;FSC;MSC;Ø-merket (Debio);EU sitt økologimerke;Krav;Fairtrade;TCO;Energy Star;Nøkkelhullet;Nyt Norge;Genmodifisert;Økologisk;Allergitestet;Varebilde_url;Miljøbilde_url;HMS-datablad_url;Varedeklarasjon;Vare_beskrivelse
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3107;OLJE;1249;RAPSOLJE;50000000;Mat, drikkevarer og tobakksprodukter;50150000;Spiselige oljer og fett;50151500;Spiselige vegetabilske oljer og fett;50151513;Spiselige vegetabilske oljer eller planteoljer;1;27035620066720;7035620048883;3232576;;RAPSOLJE 1L ELDORADO;15;fl;1;ltr;0,916;22,16;332,4;22,16;;;N;50;Tørrvare / Ingen krav;0;0;N;UNIL AS;15;3700;900;0;0;100;0;7,5;0;;26;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;J;N;N;N;N;https://bilder.ngdata.no/7035620048883/as/large.jpg;https://bilder.ngdata.no/7035620048883/campaign/large.jpg;;Raffinert rapsolje 100 %;Vegetabilsk matolje som kan brukes til det meste, både steking, baking og i dressinger.
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3113;DRESSING/ EDDIK;1255;EDDIK;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171700;Eddik og matviner;50171707;Eddik;1;7039010081023;7039010081023;552034;;EDDIK KLAR 7% KANNE IDUN;1;kn;10;ltr;10;192,15;192,15;19,22;;;J;333;Tørrvare / Ingen krav;;;N;ORKLA FOODS NORGE;15;0;0;0;0;0;0;0;0;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7039010081023/as/large.jpg;https://bilder.ngdata.no/7039010081023/campaign/large.jpg;;Eddik 7% klar, fremstilt ved eddikgjæring.;Smakstilsetter til eksempelvis dressing
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3113;DRESSING/ EDDIK;1255;EDDIK;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171700;Eddik og matviner;50171707;Eddik;1;7039019980716;7039010080712;1253988;;EDDIK 7% KLAR 0,6L IDUN;10;fl;0,6;ltr;0,6;12,86;128,6;21,43;;;J;333;Tørrvare / Ingen krav;;;N;ORKLA FOODS NORGE;15;0;0;0;0;0;0;0;0;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7039010080712/as/large.jpg;https://bilder.ngdata.no/7039010080712/campaign/large.jpg;;Eddik, fremsilt ved eddikgjæring;Idun Eddik Klar er en god smakstilsetter til eksempelvis dressing. Idun Eddik Klar er også velegnet til sylting.
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3113;DRESSING/ EDDIK;1258;VÅTE DRESSINGER;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171800;Sauser, smørepålegg og krydder;50171832;Salatdressing eller dip;1;7039019963436;7039010063432;1826429;;HOT DOG DRESSING 830G;6;fl;0,83;kg;0,83;42,37;254,22;51,05;*;1;J;50;Tørrvare / Ingen krav;;;N;ORKLA FOODS NORGE;15;1327;321;1;11;30;8,4;2,3;0;;;;;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7039010063432/as/large.jpg;https://bilder.ngdata.no/7039010063432/campaign/large.jpg;;Vann, rapsolje, sukker, eggeplomme, eddik, fortykningsmiddel (modifisert stivelse, guarkjernemel, xantangummi) sennepsfrø, salt, surhetsregulerende middel (melkesyre, sitronsyre), konserveringsmiddel (sorbinsyre), krydder, aroma, estragon.Krydderet er bestrålt;Vår signaturdressing til pølse Praktisk flaske Knallgod smak
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3113;DRESSING/ EDDIK;1258;VÅTE DRESSINGER;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171800;Sauser, smørepålegg og krydder;50171832;Salatdressing eller dip;1;7039019963504;7039010063500;1827195;;THOUSAND ISLAND 790G IDUN;6;fl;0,79;kg;0,79;35,74;214,44;45,24;*;1;J;50;Tørrvare / Ingen krav;;;N;ORKLA FOODS NORGE;15;939;224;1;9,9;20;7,2;1,4;0;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7039010063500/as/large.jpg;https://bilder.ngdata.no/7039010063500/campaign/large.jpg;;Vann, rapsolje, tomatpuré,  sukker, eddik, fortykningsmiddel (modifisert stivesle, xantangummi, natriumalginat), sennepsfrø, salt, melkeprotein, paprika, konserveringsmiddel (natriumbenzoat, kaliumsorbat), krydder, aroma.;Klassisk salatdressing med lange tradisjoner Praktisk flaske Bredt bruksområde Knallgod smak
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3113;DRESSING/ EDDIK;1254;BALSAMICO;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171700;Eddik og matviner;50171707;Eddik;3;18014347108885;8014347108888;5130612;;BALSAMICO CREMA CON ACETO 250ML IL TORRI;6;fl;0,25;ltr;0,25;56,16;336,96;224,64;;;J;50;Tørrvare / Ingen krav;0;0;N;HAUGEN - GRUPPEN;15;1131;266;2;64,9;0;48,3;0;0;;0;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8014347108888/as/large.jpg;https://bilder.ngdata.no/8014347108888/campaign/large.jpg;;Konsentrert druemost, Balsamico vineddik fra Modena 20% (vineddik, konsentrert druemost, modifisert stivelse. Sulfitter;.
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3116;MAJONES;1259;SMAKSATT, MAJONES;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171800;Sauser, smørepålegg og krydder;;;1;7036110100265;7036110100265;376004;;REMULADE KUVERT 12G;1;krt;115;stk;1,38;135,05;135,05;1,17;;;J;50;Kjølevare;4;0;N;MILLS AS;15;2430;590;1;7;62;6;4;0;;17;;;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;J;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7036110100265/as/large.jpg;https://bilder.ngdata.no/7036110100265/campaign/large.jpg;;Rapsolje, vann, sylteagurk (6 %), sukker, eggeplomme (4 %, egg fra frittgående høner), eddik, sennepsfrø, salt, fortykningsmiddel (guarkjernemel, xantangummi, E 1422), konserveringsmiddel (kaliumsorbat, natriumbenzoat), surhetsregulerende middel (sitronsyre), løk, krydder (med muskatblomme), aroma, fargestoff (riboflavin, betakaroten, karamell, klorofyllin), antioksidant (E 385);Mills Remulade er selvskreven følge til roastbeef og stekt fisk. Her får den i en praktisk porsjonpakning. Mills har tilbudt det norske folk remulade siden 1962.
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3116;MAJONES;1260;VANLIG, MAJONES;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171800;Sauser, smørepålegg og krydder;;;2;7036110132440;7036110003726;754911;;MAJONES EKTE 900G SPR.POSE MILLS;5;pos;0,9;kg;0,9;40,66;203,3;45,18;;;J;50;Kjølevare;4;0;N;MILLS AS;15;2900;705;1;2;77;2;5;;;21;;;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7036110003726/as/large.jpg;https://bilder.ngdata.no/7036110003726/campaign/large.jpg;;Rapsolje (76 %), vann, eggeplomme (5 %, egg fra frittgående høner), eddik, sukker, salt, fortykningsmiddel, (guarkjernemel, xantangummi), konserveringsmiddel, (kaliumsorbat, natriumbenzoat), surhetsregulerendemiddel (sitronsyre), aroma, antioksidant (E 385), fargestoff (betakaroten);Mills lett majones er en majones med lavere fettinnhold som har bevart den gode smaken. Tilfører det lille ekstra til et måltid og passer perfekt som topping til det meste av brødskiven. Også god til matlaging!
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3116;MAJONES;1259;SMAKSATT, MAJONES;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171800;Sauser, smørepålegg og krydder;;;1;7036110132341;7036110007601;837526;;REMULADE 900G SPR.POSE MILLS;5;pos;0,9;kg;0,9;54,21;271,05;60,23;;;J;50;Kjølevare;4;0;N;MILLS AS;15;2730;665;1;3;72;2;5;;;20;;;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7036110007601/as/large.jpg;https://bilder.ngdata.no/7036110007601/campaign/large.jpg;;Rapsolje (71 %), vann, eggeplomme (5 %, egg fra frittgående høner), agurk (4 %), eddik, sukker, salt, fortykningsmiddel (guarkjernemel, xantangummi, E 1422), konserveringsmiddel (kaliumsorbat, natriumbenzoat), surhetsregulerende middel (sitronsyre), persille, løk, krydder, aroma, antioksidant (E 385), fargestoff (riboflavin, betakaroten, klorofyllin);Mills Kjøkkensjefens Remulade er en fyldig remulade med syltagurk og persille . Passer ekstra godt til stekt fisk og roastbeef.
VOIS;15;TØRRVARE MIDDAG;31;SMAK;3116;MAJONES;1260;VANLIG, MAJONES;50000000;Mat, drikkevarer og tobakksprodukter;50170000;Krydderblandinger og konserveringsmidler;50171800;Sauser, smørepålegg og krydder;;;1;27035620027943;27035620027943;3089067;;MAJONES EKTE 5KG ELDORADO;1;sp;5;kg;5;146,9;146,9;29,38;;;N;50;Kjølevare;4;0;N;UNIL AS;15;2962;720;0,9;1,6;78,9;1,6;5,3;0,3;;;;;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/27035620027943/as/large.jpg;https://bilder.ngdata.no/27035620027943/campaign/large.jpg;;Rapsolje, vann, eggeplomme [pasteurisert eggeplomme, salt, konserveringsmiddel E211], eddik, sukker, sennep [vann, sennepsfrø, sukker, eddik, salt, cayennepepper], stabilisator (E412, E415), konserveringsmiddel E202, salt, surhetsregulerende middel E330, pepper, dekstrose, fargestoff E160a, sitronsaftpulver, pepperekstrakt.;Ekte majones laget på rapsolje.
VOIS;15;TØRRVARE MIDDAG;33;UTENLANDSKE SPESIALITETER;3304;ASIATISK;1273;SOYASAUS, ASIATISK;50000000;Mat, drikkevarer og tobakksprodukter;50190000;Tilberedt og konservert mat;50192700;Innpakkede kombinasjonsmåltider;50192703;Lagringstabile kombinasjonsmåltider;1;8715035110823;8715035110809;1264993;;SOYASAUS 1L PET KIKKOMAN;6;fl;1;ltr;1,172;99,66;597,96;99,66;*;1;J;50;Tørrvare / Ingen krav;;;N;HAUGEN - GRUPPEN;15;325;75;10;3,2;0;0,6;0;0;;;;;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8715035110809/as/large.jpg;https://bilder.ngdata.no/8715035110809/campaign/large.jpg;;Vann, soyabønner, hvete, salt.;Naturlig brygget Kikkoman Soyasaus er den hemmelige ingrediensen som passer til all mat. Full av herlig smak og umami, og med mer enn 300 års historie. PET-flaske.
VOIS;15;TØRRVARE MIDDAG;33;UTENLANDSKE SPESIALITETER;3304;ASIATISK;1269;KOKOSMELK, ASIATISK;50000000;Mat, drikkevarer og tobakksprodukter;50190000;Tilberedt og konservert mat;50192700;Innpakkede kombinasjonsmåltider;50192703;Lagringstabile kombinasjonsmåltider;1;5015612264929;5010338264925;1718170;;COCONUT MILK 1L BLUE DRAGON;12;esk;1;ltr;1;57,6;691,2;57,6;*;1;J;50;Tørrvare / Ingen krav;;;N;HAUGEN - GRUPPEN;15;700;170;1,8;2,4;17;1,7;15;0,5;;;;;Fri for;Fri for;Fri for;Fri for;Kan inneholde spor av;Kan inneholde spor av;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;J;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/5010338264925/as/large.jpg;https://bilder.ngdata.no/5010338264925/campaign/large.jpg;;Kokosekstrakt (81%), Vann, Emulgator ( E435).;Kokosmelk benyttes i asiatisk matlaging som melk og fløte benyttes i Europa. På praktisk 1-liters kartong!
VOIS;15;TØRRVARE MIDDAG;33;UTENLANDSKE SPESIALITETER;3304;ASIATISK;1269;KOKOSMELK, ASIATISK;50000000;Mat, drikkevarer og tobakksprodukter;50190000;Tilberedt og konservert mat;50192700;Innpakkede kombinasjonsmåltider;50192703;Lagringstabile kombinasjonsmåltider;1;8710605196184;8710605096187;2625770;;KOKOSMELK PREMIUM 1L GO-TAN;12;esk;1;ltr;1;55,56;666,72;55,56;;;J;50;Tørrvare / Ingen krav;;;N;HAUGEN - GRUPPEN;15;698;169;1,6;2,2;17,1;1,8;15;0;;0;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8710605096187/as/large.jpg;https://bilder.ngdata.no/8710605096187/campaign/large.jpg;;99,9% Kokosmelk (kokosekstrakt, vann) emulgeringsmiddel (xanthangummi);Unik Coconut milk i en liter Tetrapack med hele 75 % kokosekstrakt og 18 % fettinnhold. Meget rund og god smak med perfekte evner for og mikse med andre produkter og kan kokes uten at den separeres.
VOIS;15;TØRRVARE MIDDAG;33;UTENLANDSKE SPESIALITETER;3304;ASIATISK;1269;KOKOSMELK, ASIATISK;50000000;Mat, drikkevarer og tobakksprodukter;50190000;Tilberedt og konservert mat;50192700;Innpakkede kombinasjonsmåltider;50192703;Lagringstabile kombinasjonsmåltider;3;17311312005455;7311312005458;5351101;;COCONUT MILK ORIGINAL 250ML ST.MARIA;12;esk;0,25;ltr;0,25;14,36;172,32;57,44;;;J;50;Tørrvare / Ingen krav;0;0;N;PAULIG NORWAY;15;744;180;1,9;2,7;18;2,2;16;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;J;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7311312005458/as/large.jpg;https://bilder.ngdata.no/7311312005458/campaign/large.jpg;;Presset kokosnød/kokosnøtt (18% fedt), vand;Ny og bedre smak. Alle tilsetningsstoffer er fjernet og fettprosenten er økt. Kokosmelken skiller seg ikke
VOIS;15;TØRRVARE MIDDAG;33;UTENLANDSKE SPESIALITETER;3304;ASIATISK;1272;SMAKSETTERE, ASIATISK;50000000;Mat, drikkevarer og tobakksprodukter;50190000;Tilberedt og konservert mat;50192700;Innpakkede kombinasjonsmåltider;50192703;Lagringstabile kombinasjonsmåltider;3;17311312005271;7311312005274;5351028;;RED CURRY PASTE 110G ST.MARIA;10;gl;0,11;kg;0,11;18,55;185,5;168,64;;;J;50;Tørrvare / Ingen krav;0;0;N;PAULIG NORWAY;15;428;102;2,7;20;1,4;7,1;0,3;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7311312005274/as/large.jpg;https://bilder.ngdata.no/7311312005274/campaign/large.jpg;;Hvidløg, rød chili 13%), citrongræs, salt, løg, thailandsk chili, galanga, kaffir limeblade, fennikel, koriander.;Red Curry Paste har en kremet konsistens og laget av rød chilipepper. Den er en uunnværlig ingrediens i den thailandske kjøkkenet, og gir en sterk og krydret karakter
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1280;HAKKEDE TOMATER, U/SMAK;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;5601842041005;7035620044724;663187;;PIZZASAUS TOMATPULP NATURELL 14/16;5;pos;3;ltr;3;71,21;356,05;23,74;;;J;50;Tørrvare / Ingen krav;;;N;UNIL AS;15;228;54;2,9;8,9;0;7;0;3,4;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7035620044724/as/large.jpg;https://bilder.ngdata.no/7035620044724/campaign/large.jpg;;Tomater 99 %, salt, surhetsregulerende middel E330.;En fyldig, god og naturell pizzasaus/tomatpulp til storkjøkken. Brix: 14/16. Ideell til alt fra pizza til sauser, supper og gryteretter. Krydres etter ønske. Kommer i praktisk 3 kg pose
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1284;TOMATPURE;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;3;8005110200205;8005110200007;1267624;;TOMATPURE 140G MUTTI;12;gl;0,14;kg;0,14;13,58;162,96;97;;;J;50;Tørrvare / Ingen krav;;;N;OLUF LORENTZEN;15;407;96;4,2;17;0,2;12,3;0,1;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8005110200007/as/large.jpg;https://bilder.ngdata.no/8005110200007/campaign/large.jpg;;Tomatkonsentrat, salt.;Italiensk, dobbeltkonsentrert tomatpuré på boks.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1280;HAKKEDE TOMATER, U/SMAK;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;27311041049222;7311041049228;3052438;;TOMATER HAKKEDE NATURELL 390G ELDORADO;16;pk;0,39;kg;0,39;7,26;116,16;18,62;;;J;50;Tørrvare / Ingen krav;;;N;UNIL AS;15;88;21;1,1;3,5;0,1;3,5;0;0,8;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;J;N;N;N;N;https://bilder.ngdata.no/7311041049228/as/large.jpg;https://bilder.ngdata.no/7311041049228/campaign/large.jpg;;Hakkende tomater 65 %, tomatjuice 35 %, surhetsregulerende middel E330.;Grovhakkede tomater.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1284;TOMATPURE;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;8005110023231;8005110010002;879148;;TOMATPURE 2,15KG MUTTI;3;bx;2,15;kg;2,15;157,7;473,1;73,35;;;J;50;Tørrvare / Ingen krav;;;N;OLUF LORENTZEN;15;407;96;4,2;17;0,1;14;0,09;0;;0;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8005110010002/as/large.jpg;https://bilder.ngdata.no/8005110010002/campaign/large.jpg;;Tomat 99,5%, salt.;Italiensk, dobbeltkonsentrert tomatpuré på boks.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1284;TOMATPURE;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;7036340029640;7036340029633;4048260;;TOMATPURE 850G PARADISO;12;bx;0,85;kg;0,85;50,85;610,2;59,82;;;J;50;Tørrvare / Ingen krav;;;N;HAUGEN - GRUPPEN;15;420;100;5;19;0,1;14,6;0,01;4,3;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7036340029633/as/large.jpg;https://bilder.ngdata.no/7036340029633/campaign/large.jpg;;Tomater;Laget på herlige, solmodne, greske tomater, pakket etter fresh-pack metoden. Det vil si høstet, tilberedt og pakket innen 24 timer. Innvendig emaljerte bokser sikrer høy kvalitet, og tomatpuréen er dobbeltkonsentrert med 28-30% brix.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1284;TOMATPURE;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;27035620053218;7035620015717;3159183;;TOMATPURE 4,55KG ELDORADO;6;bx;4,55;kg;4,55;146,35;878,1;32,16;*;1;J;50;Tørrvare / Ingen krav;0;0;N;UNIL AS;15;446;106;5;19;0,1;14,6;0;4,3;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7035620015717/as/large.jpg;https://bilder.ngdata.no/7035620015717/campaign/large.jpg;;Konsentrat av tomater.;Tomatpuré til bruk i pastaretter, til pizza eller for å sette den gode tomatsmaken på gryter, supper eller sauser.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1284;TOMATPURE;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;27035620017456;7035620040740;3167178;;TOMATPURE 850G ELDORADO;12;bx;0,85;kg;0,85;24,9;298,8;29,29;;;N;50;Tørrvare / Ingen krav;0;0;N;UNIL AS;15;446;106;5;19;0,1;14,6;0;4,3;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7035620040740/as/large.jpg;https://bilder.ngdata.no/7035620040740/campaign/large.jpg;;Konsentrat av tomater.;Tomatpuré til bruk i pastaretter, til pizza eller for å sette den gode tomatsmaken på gryter, supper eller sauser.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;3015;SOLTØRKET TOMATER;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;3;7026591058889;8002207230053;6242945;;TOMAT SOLTØRKET 280G MONTANINI;12;gl;0,28;kg;0,28;47,39;568,68;169,25;;;J;50;Tørrvare / Ingen krav;0;0;N;OLUF LORENTZEN;15;931;223;6,5;23;11;17;1;5;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Kan inneholde spor av;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8002207230053/as/large.jpg;https://bilder.ngdata.no/8002207230053/campaign/large.jpg;;Soltørkede tomater, solsikkeolje, salt, vineddik, hvitløk, urter, antioksidant: askorbinsyre E300.;Soltørket tomater i solsikkeolje, salt og eddik.
VOIS;15;TØRRVARE MIDDAG;35;LT-HOLDBAR GRØNNSAKER;3501;TOMATER, LT-HOLDBAR;1280;HAKKEDE TOMATER, U/SMAK;50000000;Mat, drikkevarer og tobakksprodukter;50460000;Hermetiserte eller nedlagt i glass/krukke grønnsaker;;;;;1;27035620077061;7035620054105;3322682;;TOMATER HAKKEDE 3KG UNIL+;6;pos;3;kg;3;43,61;261,66;14,54;*;1;N;50;Tørrvare / Ingen krav;0;0;N;UNIL AS;15;107;26;1,2;4,6;0;3,6;0;1;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;J;N;N;N;N;https://bilder.ngdata.no/7035620054105/as/large.jpg;https://bilder.ngdata.no/7035620054105/campaign/large.jpg;;Hakkede tomater 60 %, konsentrert tomatjuice 40 %, konsistensmiddel E509, surhetsregulerende middel E330.;Solmodne, greske tomater, hakket og klare til bruk. Brix 6,5. Passer til alt fra supper til gryteretter, og har en frisk, rød farge. Leveres i en praktisk pose som sparer lagringsplass og gir mindre avfall.
