Kjedenavn;1_Kategori_nr;1_Kategori_navn;2_Hovedvaregruppe_nr;2_Hovedvaregruppe_navn;3_Undervaregruppe_nr;3_Undervaregruppe_navn;4_Varegruppe_nr;4_Varegruppe_navn;Hovedvaregruppenr_UNSPSC;Hovedvaregruppenavn_UNSPSC;Undervaregruppe_1_nr_UNSPSC;Undervaregruppe_1_navn_UNSPSC;Undervaregruppe_2_nr_UNSPSC;Undervaregruppe_2_navn_UNSPSC;Undervaregruppe_3_nr_UNSPSC;Undervaregruppe_3_navn_UNSPSC;NG Sortimentskode;EAN D-Pakn;EAN F-Pakn;Varenummer;Nytt Varenummer;Varenavn;Antall;Pakn.type;Mengde;Måleenhet;Nettovekt;Pris pakn.type;Pris bestill.enh;Pris måleenhet;Anbrekk;Antall i anbrekk;OrdreBetingelser;Holdbarhet;Temperaturkrav;Maksimumstemperatur;Minimumstemperatur;Vektvare;Leverandørnavn;MVA;Energi kilojoule;Energi kcal;Protein;Karbohydrat;Fett;Sukker;Mettede fettsyrer;Kostfiber;Natrium;Flerumettede fettsyrer;Jern;Kalium;Egg;Fisk;Gluten;Melk;Nøtter;Peanøtter;Selleri;Sennep;Sesam;Skalldyr;Soya;Sulfitt;Bløtdyr;Lupiner;Svanen;Blomsten;FSC;MSC;Ø-merket (Debio);EU sitt økologimerke;Krav;Fairtrade;TCO;Energy Star;Nøkkelhullet;Nyt Norge;Genmodifisert;Økologisk;Allergitestet;Varebilde_url;Miljøbilde_url;HMS-datablad_url;Varedeklarasjon;Vare_beskrivelse
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516156201;7026510156207;968693;;LAPSKAUSBLANDING 2,5KG NORREK;4;pos;2,5;kg;2,5;60,93;243,72;24,37;;;N;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;243;58;1,6;11,7;0,1;3,4;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510156207/as/large.jpg;https://bilder.ngdata.no/7026510156207/campaign/large.jpg;;Potet, Gulrot, Purre, Selleri;Består av potetterning, gulrotterning, purre og selleriterning. Vi har gjort jobben med skrelling og kutting, og du trenger bare steke kjøttet og tilsette grønnsakene. Hurtig nedfrysing kort tid etter innhøsting, bremser tapet av viktige vitaminer og mineraler og gir deg næringsrike grønnsaker. Tilberedes direkte fra fryst tilstand.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516159400;7026510159406;968719;;NORSK BLANDING NORREK;4;pos;2,5;kg;2,5;70,89;283,56;28,36;;;N;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;134;32;1;5,9;0,1;5,8;0,01;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510159406/as/large.jpg;https://bilder.ngdata.no/7026510159406/campaign/large.jpg;;Kålrot, Gulrot, Purre, Selleri;Består av kålrotterning, gulrotterning, purre og selleriterning. Her har du alt du trenger til f.eks. en deilig grønnsakssuppe - ferdig kuttet og blandet, klar til bruk! Hurtig nedfrysing kort tid etter innhøsting, bremser tapet av viktige vitaminer og mineraler og gir deg næringsrike grønnsaker. Tilberedes direkte fra fryst tilstand.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516018646;7026510018642;1034750;;SOPPBLANDING;2;pos;2;kg;2;243,22;486,44;121,61;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;78;19;2,3;0,5;0,5;0,5;0,1;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510018642/as/large.jpg;https://bilder.ngdata.no/7026510018642/campaign/large.jpg;;Champignon, Kantarell, Steinsopp;Består av steinsopp, kantarell og champignon. Hent frem den deilige klare høststemningen i skogen! Sopp er flott som garnityr til en kraftig dyrestek, eller som et smaksrikt innslag til en enkel omelett eller risotto. En kremet soppsuppe er heller aldri feil. Vi har gjort det enkelt for deg å «sanke» sopp hele året!
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516171402;7026510171408;1034768;;VILTBLANDING;4;pos;2,5;kg;2,5;105,2;420,8;42,08;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;151;36;1,6;4,7;0,3;4,3;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510171408/as/large.jpg;https://bilder.ngdata.no/7026510171408/campaign/large.jpg;;Pariser gulrot, Rosenkål, Blomkål;Består av rosenkål, parisergulrot og blomkål. Denne passer til det meste av kjøtt, og spesielt til vilt som navnet også tilsier. Hurtig nedfrysing kort tid etter innhøsting, bremser tapet av viktige vitaminer og mineraler og gir deg næringsrike grønnsaker. Gis et kjapt oppkok eller smørdampes før servering.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516013450;7026510013456;1132950;;SPINAT HAKKET;10;pos;1;kg;1;21,9;219;21,9;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;79;19;2,1;0,5;0,5;0,4;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510013456/as/large.jpg;https://bilder.ngdata.no/7026510013456/campaign/large.jpg;;Spinat;Spinat er en fantastisk fargeklatt som inneholder mange vitaminer og viktige antioksidanter. I kombinasjon med c-vitaminholdige grønnsaker som paprika, blomkål, brokkoli eller potet, vil den bidra til at kroppen også tar til seg jernet i spinaten. Velg mellom fryste blokker med hakket eller hele blader - herlig til supper eller i pai - eller som tilbehør til røkt laks, spekeskinke eller bacon!
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516115406;7026510115402;1930270;;GULROT KVARTERT 2,5KG NOR;4;pos;2,5;kg;2,5;75,36;301,44;30,14;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;130;31;0,7;6,7;0,1;6,5;0;2,7;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510115402/as/large.jpg;https://bilder.ngdata.no/7026510115402/campaign/large.jpg;;Gulrot;Tradisjonelle rotgrønnsaker er alltid godt! Vår gulrot er høstet, blansjert og løsfryst når den er på sitt aller beste! Velg din favoritt av denne kalorifattige roten, full av betakaroten.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516013344;7026510013340;2242840;;PAPRIKA RØD TERNET 2KG;2;pos;2;kg;2;93,29;186,58;46,65;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;121;29;1,1;4,7;0,2;4,7;0,1;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510013340/as/large.jpg;https://bilder.ngdata.no/7026510013340/campaign/large.jpg;;Paprika rød;Paprika er en stor variant av chilipepper, og nytes både rå og oppvarmet i vår matlaging. Den er stappfull av vitamin C og en kilde til vitamin B6, som bidrar til normal energiomsetning. Her en ternet utgave.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516137507;7026510137503;2242865;;LØKSKIVER 2KG NORREK;4;pos;2;kg;2;76,18;304,72;38,09;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;135;32;1,1;5,7;0,1;5,7;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510137503/as/large.jpg;https://bilder.ngdata.no/7026510137503/campaign/large.jpg;;Løk;Løk er en herlig smaksetter som vi med fordel kan spise enda mer av! Den er nemlig en av de sunneste grønnsaker som finnes, og innehar mange stoffer som er viktig for hjerte- og karsystemet vårt. Vår løk er ferdig renset og kuttet, så: ingen tårer - bare masse god smak til et hav av retter!
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516160406;7026510160402;2242766;;HERREGÅRDSBLANDING 2KG;4;pos;2;kg;2;66,88;267,52;33,44;;;N;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;129;31;1,4;5;0,1;4,9;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510160402/as/large.jpg;https://bilder.ngdata.no/7026510160402/campaign/large.jpg;;Gulrot, Kålrot, Broccoli, Blomkål;Består av gulrotstav, kålrotstav, brokkolitopper og blomkål. En deilig blanding til det meste av kjøtt, fugl eller fisk! Hurtig nedfrysing kort tid etter innhøsting, bremser tapet av viktige vitaminer og mineraler og gir deg næringsrike grønnsaker. Gis et kjapt oppkok eller smørdampes før servering.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516155204;7026510155200;2502987;;GULROT DUO SKIVET DYPFRYST 2,5KG NORREK;4;pos;2,5;kg;2,5;81,86;327,44;32,74;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;131;31;0,7;6,7;0,1;6,5;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510155200/as/large.jpg;https://bilder.ngdata.no/7026510155200/campaign/large.jpg;;Gulrot gul, Gulrot orange;Tradisjonelle rotgrønnsaker er alltid godt! Vår gulrot er høstet, blansjert og løsfryst når den er på sitt aller beste! Velg din favoritt av denne kalorifattige roten, full av betakaroten.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516155303;7026510155309;2788875;;GULROT DUO JULIENNE 2KG NORREK;4;pos;2;kg;2;75,19;300,76;37,6;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;131;31;0,7;6,7;0,1;6,5;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510155309/as/large.jpg;https://bilder.ngdata.no/7026510155309/campaign/large.jpg;;Gulrot julienne gul, Gulrot julienne orange;Tradisjonelle rotgrønnsaker er alltid godt! Vår gulrot er høstet, blansjert og løsfryst når den er på sitt aller beste! Velg din favoritt av denne kalorifattige roten, full av betakaroten. Julienne egner seg perfekt i wok og raske supper!
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516156300;7026510156306;2788883;;LAPSKAUSBLANDING GROVKUTT 2,5KG NORREK;4;pos;2,5;kg;2,5;84,52;338,08;33,81;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;240;57;1,7;11,5;0,1;3,4;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510156306/as/large.jpg;https://bilder.ngdata.no/7026510156306/campaign/large.jpg;;Potet, Gulrot, Selleri, Purre;Består av potetterning, gulrotterning, purre og selleriterning. De grove bitene tåler litt tøff behandling, samtidig som de gir retten et innbydende og hjemmelaget preg. Hurtig nedfrysing kort tid etter innhøsting, bremser tapet av viktige vitaminer og mineraler og gir deg næringsrike grønnsaker. Tilberedes direkte fra fryst tilstand.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516159509;7026510159505;4197869;;NORSK BLANDING GROVKUTTET 2,5KG NORREK;4;pos;2,5;kg;2,5;83,93;335,72;33,57;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;132;32;1;5,9;0,1;5,8;0,01;2,8;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510159505/as/large.jpg;https://bilder.ngdata.no/7026510159505/campaign/large.jpg;;Kålrotterning, gulrotterning, purre, selleriterning;Horeca og off. sektor Norske grovkuttede gr.saker til bruk i lapskaus, supper mm. Produktet oppleves som hjemmekuttet, og større biter gjør at det tåler litt røffere behandling og gir enda mer smak!
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516150841;7026510150847;4854725;;BØNNEBLANDING KRYDRET 1KG NORREK;6;pos;1;kg;1;52,07;312,42;52,07;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;419;100;6;10,8;3,5;3;0,34;3,9;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510150847/as/large.jpg;https://bilder.ngdata.no/7026510150847/campaign/large.jpg;;Røde kidneybønner, linser, grønne soya bønner, vårløk, brekkbønner, gulrot gul, gulrot orange, olje, krydder (grønnsaksbuljong, paprika, dextrose, chili, salt, basilikum, hvitløk, cumin, gurkemeie, karry, sort pepper, sukker og løk);Her har du etetterlengtet produkt til salatbaren din! Et smakfullt vegetarmåltid i seg selv, og et flott alternativ til fredags-tacoen! Kan nytes varm eller kald.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516160413;7026510160419;5129226;;HERREGÅRDSBLANDING GROVKUTTET 2KG NORREK;4;pos;2;kg;2;84,18;336,72;42,09;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;129;31;1,4;5;0,1;4,9;0;2,6;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510160419/as/large.jpg;https://bilder.ngdata.no/7026510160419/campaign/large.jpg;;Gulrot, kålrot, brokkoli, blomkål;Består av gulrotstav, kålrotstav, brokkolitopper og blomkål i nytt grovt kutt! En deilig blanding til det meste av kjøtt, fugl eller fisk! Hurtig nedfrysing kort tid etter innhøsting, bremser tapet av viktige vitaminer og mineraler og gir deg næringsrike grønnsaker. Gis et kjapt oppkok eller smørdampes før servering.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1432;GRØNNSAKSBLANDINGER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516158410;7026510158416;5128715;;ROTGRØNNSAKER JULIENNE 2KG NORREK;4;pos;2;kg;2;80,52;322,08;40,26;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;160;38;1,2;6,9;0,1;5,6;0,03;3,1;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510158416/as/large.jpg;https://bilder.ngdata.no/7026510158416/campaign/large.jpg;;Kålrot, gulrot, pastinakk, selleri;En herlig blanding av kålrot, gulrot, pastinakk og selleri. Passer ypperlig til både kjøtt og fisk, i supper, i pai eller bare i en wraps med litt god saus til! Den kan kokes lett, svisjes i pannen eller bakes i ovnen med litt olje og krydder.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516122527;7026510122523;5698790;;HODEKÅL TERNET 2KG NORREK;4;pos;2;kg;2;59,11;236,44;29,56;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;137;33;1,4;5,2;0,1;5,1;0;2,6;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510122523/as/large.jpg;https://bilder.ngdata.no/7026510122523/campaign/large.jpg;;Hodekål;Kuttet hodekål som er norsk tradisjonsmat. Produktet vil overraske, holder seg bra og tåler mye. Bruksområder som sylting, woking, kreming. Produktet egner seg til de fleste segmenter.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7035110301368;7035110400542;5697263;;LØK MYKSTEKT RTE 1KG FINDUS;10;pos;1;kg;1;82,85;828,5;82,85;;;J;50;Frysevare;-18;-23;N;FINDUS NORGE STORHUSHOLDNING;15;198;47;1,2;9,1;0,9;6,1;0;1,4;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7035110400542/as/large.jpg;https://bilder.ngdata.no/7035110400542/campaign/large.jpg;;Løk (97%), rapsolje, salt, maisstivelse, karamell, løkpulver, sukker, pepper;Nystekt løk i en fei - nydelig til bruk i supper, på karbonadesmørbrød eller der du har behov for mykstekt løk.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4807;GRØNNSAKER, DYPFRYST;1431;GRØNNSAKER RENE, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;1;7026516137606;7026510137602;5821673;;RØDLØKSKIVER 2KG;4;pos;2;kg;2;88,69;354,76;44,35;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;135;32;1,1;5,7;0,1;5,7;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510137602/as/large.jpg;https://bilder.ngdata.no/7026510137602/campaign/large.jpg;;Rødløk;Rødløken er en litt mildere enn den klassiske gule kepaløken, og tilfører både skarphet, sødme, sunnhet og masse farge til maten.
VOIS;20;DYPFRYST MAT;48;FRUKT / GRØNT, DYPFRYST;4810;POTETER, DYPFRYST;1434;ØVRIG, POTETER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50440000;Fryste grønnsaker;;;;;2;7026516141405;7026510141401;334862;;POTETTERNINGER BLANSJERT 2,5KG NORREK;4;pos;2,5;kg;2,5;78,32;313,28;31,33;;;J;50;Frysevare;-18;-23;N;NORREK DYPFRYS AS;15;307;73;1,9;15,2;0,1;2,4;0;;;;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7026510141401/as/large.jpg;https://bilder.ngdata.no/7026510141401/campaign/large.jpg;;Potet;Hva er vel mer norsk enn poteten - selv om den opprinnelig kom fra Sør-Amerika? Den har også blitt kalt djevelens frukt - fordi den vokser under jorda. Men vi elsker den og tilbereder den på alle slags måter og til de fleste menyer. Potet er ikke bare karbohydrater og stivelse, den er faktisk en kilde til gode næringsstoffer som bl.a. jern og kalsium.
VOIS;20;DYPFRYST MAT;50;BAKERIVARER, DYPFRYST;5001;BRØD, DYPFRYST;1437;FOCACCIA- DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50180000;Brød og bakeriprodukter;50181900;Brød, kjeks og småkaker;50181902;Fryste brød;1;6416577602396;6416577602396;5788096;;FOCACHETTE TOMAT&OLIVEN 100G;1;esk;0,1;kg;4,8;481,78;481,78;100,37;;;J;50;Frysevare;-18;-23;N;LANTMÄNNEN UNIBAKE;15;1016;240;8;45;2,3;0,8;0,3;4,3;;;;;Fri for;Fri for;Ja inneholder;Fri for;Kan inneholde spor av;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/6416577602396/as/large.jpg;https://bilder.ngdata.no/6416577602396/campaign/large.jpg;;Hvetemel, vann, sorte oliven 3%, rugmel, tørkede tomater 2%, tørket surdeig av durumhvete, salt, olivenolje, maltekstrakt (bygg), hvetegluten, gjær, melbehandlingsmiddel (E300), basilikum, stabilisator (E579).;
VOIS;20;DYPFRYST MAT;50;BAKERIVARER, DYPFRYST;5004;BAGUETTER, DYPFRYST;1440;GROVE BAGUETTER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50180000;Brød og bakeriprodukter;50181900;Brød, kjeks og småkaker;50181902;Fryste brød;1;7315060147248;7315060147248;5226915;;BAGUETTE EX.GROV 140G LANTMÄNNEN UNIBAKE;1;krt;0,14;kg;7;451,46;451,46;64,49;;;J;50;Frysevare;-18;-23;N;LANTMÄNNEN UNIBAKE;15;1074;254;11,4;38;4,9;1,3;1;6,9;;;;;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7315060147248/as/large.jpg;https://bilder.ngdata.no/7315060147248/campaign/large.jpg;;Vann, hvetemel, fullkornsmel av hvete, havreflak, hvetekli, hvetegluten, linfrø, gresskarfrø, salt, hirsefrø, rapsolje, druesukker, emulgator (E472e , E322), gjær, maltmel av bygg, stabilisator (E412), surdeigspulver av hvete, melbehandlingsmiddel (E300);Baguette med høy grovhetsprosent. Bakt med hvete, havre og gresskarkjerner. Saftig, grov og god til all slags påsmurt.
VOIS;20;DYPFRYST MAT;50;BAKERIVARER, DYPFRYST;5004;BAGUETTER, DYPFRYST;1439;FINE BAGUETTER, DYPFRYST;50000000;Mat, drikkevarer og tobakksprodukter;50180000;Brød og bakeriprodukter;50181900;Brød, kjeks og småkaker;50181908;Fryste brøddeig;1;7315060146883;7315060146883;5226881;;BAGUETTE FIN 135G LANTMANNEN;1;krt;0,135;kg;6,75;293,63;293,63;43,5;;;J;50;Frysevare;-18;-23;N;LANTMÄNNEN UNIBAKE;15;1021;241;8,7;47;1,4;0,4;0,2;1,9;;;;;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7315060146883/as/large.jpg;https://bilder.ngdata.no/7315060146883/campaign/large.jpg;;HVETEMEL, vann, salt, HVETEGLUTEN, gjær, melbehandlingsmiddel (E300), maltmel av BYGG;Standard vit baguette med sprø skorpe og saftig krum. Flotte snitt gir autentisk utseende. En påsmurtklassiker.
